"","daily.csv","indepedent.csv","telegraph.csv","theguardian.csv"
"daily.csv",1,0.772073869242223,0.781950952434134,0.797576440593189
"indepedent.csv",0.772073869242223,1,0.791569515154271,0.84071263634319
"telegraph.csv",0.781950952434134,0.791569515154271,1,0.835942698641129
"theguardian.csv",0.797576440593189,0.84071263634319,0.835942698641129,1
